Source IP,Source Port,Destination IP,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Packet Length Mean,Packet Length Std,Packet Length Variance,Average Packet Size,Label,BinaryLabel
192.168.10.17,50184,192.168.10.3,53,17,24348,2,2,60,222,11582.06013,164.2845408,30,30,30.0,111,111,111.0,62.4,44.36552716,1968.3,78.0,BENIGN,0
192.168.10.17,23290,192.168.10.3,53,17,25800,2,2,64,176,9302.325581,155.0387597,32,32,32.0,88,88,88.0,54.4,30.67246322,940.8,68.0,BENIGN,0
192.168.10.17,32589,192.168.10.3,53,17,23875,2,2,60,188,10387.43455,167.539267,30,30,30.0,94,94,94.0,55.6,35.05424368,1228.8,69.5,BENIGN,0
192.168.10.17,48525,192.168.10.3,53,17,61373,2,2,64,170,3812.751536,65.17523993,32,32,32.0,85,85,85.0,53.2,29.02929555,842.7,66.5,BENIGN,0
192.168.10.17,23777,192.168.10.3,53,17,104700,2,2,70,176,2349.570201,38.20439351,35,35,35.0,88,88,88.0,56.2,29.02929555,842.7,70.25,BENIGN,0
192.168.10.17,45333,192.168.10.3,53,17,196,2,2,76,240,1612244.898,20408.16327,38,38,38.0,120,120,120.0,70.8,44.91324972,2017.2,88.5,BENIGN,0
192.168.10.17,47143,192.168.10.3,53,17,1503,2,2,74,462,356620.0931,2661.343979,37,37,37.0,231,231,231.0,114.6,106.2581762,11290.8,143.25,BENIGN,0
192.168.10.17,47432,192.168.10.3,53,17,85915,2,2,70,232,3515.102136,46.55764418,35,35,35.0,116,116,116.0,67.4,44.36552716,1968.3,84.25,BENIGN,0
192.168.10.17,11187,192.168.10.3,53,17,194,2,2,80,194,1412371.134,20618.5567,40,40,40.0,97,97,97.0,62.8,31.22018578,974.7,78.5,BENIGN,0
192.168.10.17,26225,192.168.10.3,53,17,51421,2,2,74,198,5289.667646,77.78923008,37,37,37.0,99,99,99.0,61.8,33.95879857,1153.2,77.25,BENIGN,0
192.168.10.17,38203,192.168.10.3,53,17,24798,2,2,60,222,11371.88483,161.3033309,30,30,30.0,111,111,111.0,62.4,44.36552716,1968.3,78.0,BENIGN,0
192.168.10.17,32556,192.168.10.3,53,17,60599,2,2,66,428,8151.949702,66.0076899,33,33,33.0,214,214,214.0,105.4,99.13778291,9828.3,131.75,BENIGN,0
192.168.10.17,36476,192.168.10.3,53,17,195,2,2,70,102,882051.2821,20512.82051,35,35,35.0,51,51,51.0,41.4,8.76356092,76.8,51.75,BENIGN,0
192.168.10.17,12718,192.168.10.3,53,17,170,2,2,70,102,1011764.706,23529.41176,35,35,35.0,51,51,51.0,41.4,8.76356092,76.8,51.75,BENIGN,0
192.168.10.17,19910,192.168.10.3,53,17,195,2,2,70,102,882051.2821,20512.82051,35,35,35.0,51,51,51.0,41.4,8.76356092,76.8,51.75,BENIGN,0
192.168.10.17,52718,192.168.10.3,53,17,268,2,2,70,102,641791.0448,14925.37313,35,35,35.0,51,51,51.0,41.4,8.76356092,76.8,51.75,BENIGN,0
192.168.10.17,21693,192.168.10.3,53,17,48559,2,2,70,198,5519.059289,82.37401923,35,35,35.0,99,99,99.0,60.6,35.05424368,1228.8,75.75,BENIGN,0
192.168.10.17,54514,192.168.10.3,53,17,180,2,2,70,102,955555.5556,22222.22222,35,35,35.0,51,51,51.0,41.4,8.76356092,76.8,51.75,BENIGN,0
192.168.10.17,35365,192.168.10.3,53,17,386,2,2,76,244,829015.544,10362.6943,38,38,38.0,122,122,122.0,71.6,46.00869483,2116.8,89.5,BENIGN,0
192.168.10.17,31434,192.168.10.3,53,17,280,2,2,90,206,1057142.857,14285.71429,45,45,45.0,103,103,103.0,68.2,31.76790834,1009.2,85.25,BENIGN,0
192.168.10.17,58964,192.168.10.3,53,17,190,2,2,70,102,905263.1579,21052.63158,35,35,35.0,51,51,51.0,41.4,8.76356092,76.8,51.75,BENIGN,0
192.168.10.17,6784,192.168.10.3,53,17,23679,2,2,70,198,11318.04553,168.9260526,35,35,35.0,99,99,99.0,60.6,35.05424368,1228.8,75.75,BENIGN,0
192.168.10.17,34908,192.168.10.3,53,17,200,2,2,90,162,1260000.0,20000.0,45,45,45.0,81,81,81.0,59.4,19.71801207,388.8,74.25,BENIGN,0
192.168.10.17,56988,192.168.10.3,53,17,48716,2,2,70,198,5501.272682,82.1085475,35,35,35.0,99,99,99.0,60.6,35.05424368,1228.8,75.75,BENIGN,0
192.168.10.17,41016,192.168.10.3,53,17,165,2,2,80,112,1163636.364,24242.42424,40,40,40.0,56,56,56.0,46.4,8.76356092,76.8,58.0,BENIGN,0
192.168.10.17,21676,192.168.10.3,53,17,163,2,2,70,102,1055214.724,24539.8773,35,35,35.0,51,51,51.0,41.4,8.76356092,76.8,51.75,BENIGN,0
192.168.10.17,27681,192.168.10.3,53,17,24233,2,2,70,198,11059.2993,165.0641687,35,35,35.0,99,99,99.0,60.6,35.05424368,1228.8,75.75,BENIGN,0
192.168.10.17,55460,192.168.10.3,53,17,30556,2,2,90,130,7199.895274,130.9071868,45,45,45.0,65,65,65.0,53.0,10.95445115,120.0,66.25,BENIGN,0
192.168.10.17,38514,192.168.10.3,53,17,60525,2,2,76,172,4097.48038,66.08839323,38,38,38.0,86,86,86.0,57.2,26.29068276,691.2,71.5,BENIGN,0
192.168.10.17,14376,192.168.10.3,53,17,42247,2,2,66,428,11693.13797,94.68127914,33,33,33.0,214,214,214.0,105.4,99.13778291,9828.3,131.75,BENIGN,0
192.168.10.17,48529,192.168.10.3,53,17,34250,2,2,90,162,7357.664234,116.7883212,45,45,45.0,81,81,81.0,59.4,19.71801207,388.8,74.25,BENIGN,0
192.168.10.17,48500,192.168.10.3,53,17,60847,2,2,66,364,7066.905517,65.73865597,33,33,33.0,182,182,182.0,92.6,81.61066107,6660.3,115.75,BENIGN,0
192.168.10.17,41366,192.168.10.3,53,17,202,2,2,70,102,851485.1485,19801.9802,35,35,35.0,51,51,51.0,41.4,8.76356092,76.8,51.75,BENIGN,0
192.168.10.17,16215,192.168.10.3,53,17,296,2,2,90,122,716216.2162,13513.51351,45,45,45.0,61,61,61.0,51.4,8.76356092,76.8,64.25,BENIGN,0
192.168.10.17,9507,192.168.10.3,53,17,376,2,2,90,206,787234.0426,10638.29787,45,45,45.0,103,103,103.0,68.2,31.76790834,1009.2,85.25,BENIGN,0
192.168.10.17,47886,192.168.10.3,53,17,245,2,2,90,122,865306.1224,16326.53061,45,45,45.0,61,61,61.0,51.4,8.76356092,76.8,64.25,BENIGN,0
192.168.10.17,49370,192.168.10.3,53,17,281,2,2,90,122,754448.3986,14234.87544,45,45,45.0,61,61,61.0,51.4,8.76356092,76.8,64.25,BENIGN,0
192.168.10.17,31419,192.168.10.3,53,17,268,2,2,90,206,1104477.612,14925.37313,45,45,45.0,103,103,103.0,68.2,31.76790834,1009.2,85.25,BENIGN,0
192.168.10.17,5418,192.168.10.3,53,17,207,2,2,90,122,1024154.589,19323.6715,45,45,45.0,61,61,61.0,51.4,8.76356092,76.8,64.25,BENIGN,0
192.168.10.17,49628,192.168.10.3,53,17,368,2,2,90,206,804347.8261,10869.56522,45,45,45.0,103,103,103.0,68.2,31.76790834,1009.2,85.25,BENIGN,0
192.168.10.17,4353,192.168.10.3,53,17,289,2,2,90,122,733564.0138,13840.83045,45,45,45.0,61,61,61.0,51.4,8.76356092,76.8,64.25,BENIGN,0
192.168.10.17,13252,192.168.10.3,53,17,160,2,2,90,206,1850000.0,25000.0,45,45,45.0,103,103,103.0,68.2,31.76790834,1009.2,85.25,BENIGN,0
192.168.10.17,7589,192.168.10.3,53,17,228,2,2,90,206,1298245.614,17543.85965,45,45,45.0,103,103,103.0,68.2,31.76790834,1009.2,85.25,BENIGN,0
192.168.10.17,64617,192.168.10.3,53,17,244,2,2,90,122,868852.459,16393.44262,45,45,45.0,61,61,61.0,51.4,8.76356092,76.8,64.25,BENIGN,0
192.168.10.17,53705,192.229.173.213,443,6,5922985,8,4,710,3726,748.9466882,2.026005469,517,0,88.75,3484,0,931.5,341.2307692,956.4523994,914801.1923,369.6666667,BENIGN,0
192.168.10.17,53703,192.229.173.213,443,6,86248882,18,16,1218,4402,65.16026492,0.394208008,539,0,67.66666667,1448,0,275.125,160.5714286,364.1204783,132583.7227,165.2941176,BENIGN,0
192.168.10.17,53706,192.229.173.213,443,6,86248640,16,13,1141,503,19.06117012,0.336237186,537,0,71.3125,337,0,38.69230769,54.8,145.5383348,21181.4069,56.68965517,BENIGN,0
192.168.10.17,53704,192.229.173.213,443,6,86248798,18,15,1215,4063,61.19505573,0.382614028,536,0,67.5,1448,0,270.8666667,155.2352941,368.1560159,135538.852,159.9393939,BENIGN,0
192.168.10.17,53705,192.229.173.213,443,6,3,2,0,12,0,4000000.0,666666.6667,6,6,6.0,0,0,0.0,6.0,0.0,0.0,9.0,BENIGN,0
192.168.10.17,37028,192.229.173.215,443,6,5971000,9,6,710,3722,742.2542288,2.51214202,517,0,78.88888889,1448,0,620.3333333,277.0,493.953979,243990.5333,295.4666667,BENIGN,0
192.168.10.17,37028,192.229.173.215,443,6,3,2,0,12,0,4000000.0,666666.6667,6,6,6.0,0,0,0.0,6.0,0.0,0.0,9.0,BENIGN,0
192.168.10.17,54546,199.167.65.25,443,6,5722678,7,4,635,153,137.6977702,1.922176995,517,0,90.71428571,153,0,38.25,65.66666667,149.9947474,22498.42424,71.63636364,BENIGN,0
192.168.10.17,54528,199.167.65.25,443,6,20825415,26,31,2053,44281,2224.877631,2.737040294,709,0,78.96153846,2896,0,1428.419355,798.862069,960.9299854,923386.4368,812.877193,BENIGN,0
192.168.10.17,54550,199.167.65.25,443,6,20725115,16,17,1344,17857,926.4604804,1.59227102,709,0,84.0,2896,0,1050.411765,564.7352941,845.9041177,715553.7763,581.8484848,BENIGN,0
192.168.10.17,54539,199.167.65.25,443,6,20725532,26,36,2053,44212,2232.270805,2.991479302,709,0,78.96153846,2896,0,1228.111111,734.3650794,746.7890686,557693.913,746.2096774,BENIGN,0
192.168.10.17,54556,199.167.65.25,443,6,20698553,14,14,1344,16442,859.2871202,1.352751567,709,0,96.0,4344,0,1174.428571,613.3103448,1050.624376,1103811.579,635.2142857,BENIGN,0
192.168.10.17,54547,199.167.65.25,443,6,20726096,17,17,1344,21571,1105.611013,1.640444008,709,0,79.05882353,2896,0,1268.882353,654.7142857,988.7594001,977645.1513,673.9705882,BENIGN,0
192.168.10.17,54545,199.167.65.25,443,6,20726357,20,21,1343,28323,1431.317621,1.97815757,708,0,67.15,2896,0,1348.714286,706.3333333,1001.021275,1002043.593,723.5609756,BENIGN,0
192.168.10.17,54549,199.167.65.25,443,6,20725705,17,16,1344,20516,1054.728898,1.592225693,709,0,79.05882353,2896,0,1282.25,642.9411765,1002.217539,1004439.996,662.4242424,BENIGN,0
192.168.10.17,54548,199.167.65.25,443,6,20725842,14,12,1347,12286,657.7778601,1.254472557,712,0,96.21428571,2896,0,1023.833333,504.9259259,898.1662912,806702.6866,524.3461538,BENIGN,0
192.168.10.17,54542,199.167.65.25,443,6,20726858,17,18,1343,22706,1160.281988,1.688630279,708,0,79.0,2896,0,1261.444444,668.0277778,954.2705961,910632.3706,687.1142857,BENIGN,0
192.168.10.17,54541,199.167.65.25,443,6,20727044,17,17,1344,20045,1031.936826,1.640368979,709,0,79.05882353,2896,0,1179.117647,611.1142857,918.8993663,844376.0454,629.0882353,BENIGN,0
192.168.10.17,54544,199.167.65.25,443,6,20726548,17,15,1344,19263,994.2321317,1.543913632,709,0,79.05882353,2896,0,1284.2,624.4545455,1013.573662,1027331.568,643.96875,BENIGN,0
192.168.10.17,54543,199.167.65.25,443,6,20726723,18,15,1343,20843,1070.405582,1.59214749,708,0,74.61111111,2896,0,1389.533333,652.5294118,1114.810793,1242803.105,672.3030303,BENIGN,0
192.168.10.17,54538,199.167.65.25,443,6,20727602,27,33,2053,45944,2315.607951,2.894690857,709,0,76.03703704,2896,0,1392.242424,786.8360656,898.5072098,807315.206,799.95,BENIGN,0
192.168.10.17,54537,199.167.65.25,443,6,20727741,21,24,2053,29826,1537.987183,2.171003584,709,0,97.76190476,2896,0,1242.75,693.0217391,843.319881,711188.4217,708.4222222,BENIGN,0
192.168.10.17,54532,199.167.65.25,443,6,20826602,35,37,2762,57267,2882.32329,3.457117008,709,0,78.91428571,2896,0,1547.756757,822.3150685,997.7103493,995425.941,833.7361111,BENIGN,0
192.168.10.17,54529,199.167.65.25,443,6,20826933,36,38,2053,54240,2702.894372,3.553091567,709,0,57.02777778,2896,0,1427.368421,750.5733333,913.9294605,835267.0587,760.7162162,BENIGN,0
192.168.10.17,54552,199.167.65.25,443,6,20727405,18,20,1344,23631,1204.926521,1.833321634,709,0,74.66666667,4344,0,1181.55,640.3846154,962.7988153,926981.5587,657.2368421,BENIGN,0
192.168.10.17,54551,199.167.65.25,443,6,20727635,16,14,1344,16905,880.4188225,1.447343124,709,0,84.0,2896,0,1207.5,588.6774194,979.2579295,958946.0925,608.3,BENIGN,0
192.168.10.17,54554,199.167.65.25,443,6,20719318,17,18,1344,20645,1061.280106,1.689244791,709,0,79.05882353,2896,0,1146.944444,610.8055556,915.7882731,838668.1611,628.2571429,BENIGN,0
192.168.10.17,54553,199.167.65.25,443,6,20726785,17,15,1344,19180,990.2162829,1.543895978,709,0,79.05882353,2896,0,1278.666667,621.9393939,1010.833596,1021784.559,641.375,BENIGN,0
192.168.10.17,54540,199.167.65.25,443,6,20728726,17,19,1344,22708,1160.322154,1.736720337,709,0,79.05882353,2896,0,1195.157895,650.0540541,883.7981464,781099.1637,668.1111111,BENIGN,0
192.168.10.17,54533,199.167.65.25,443,6,20828160,29,30,1343,39309,1951.780666,2.832703417,708,0,46.31034483,2896,0,1310.3,677.5333333,849.9850341,722474.5582,689.0169492,BENIGN,0
192.168.10.17,54530,199.167.65.25,443,6,20828091,33,45,2053,66647,3298.429991,3.744942347,709,0,62.21212121,2896,0,1481.044444,869.6202532,955.6874865,913338.5719,880.7692308,BENIGN,0
192.168.10.17,54531,199.167.65.25,443,6,20828122,36,36,2053,52574,2622.752066,3.456864714,709,0,57.02777778,2896,0,1460.388889,748.3150685,947.9048809,898523.6632,758.7083333,BENIGN,0
192.168.10.17,54535,199.167.65.25,443,6,20729286,18,21,1344,23946,1220.013077,1.881396204,709,0,74.66666667,4344,0,1140.285714,632.25,896.2946445,803344.0897,648.4615385,BENIGN,0
192.168.10.17,54536,199.167.65.25,443,6,22726209,11,7,1343,584,84.7919686,0.792037071,708,0,122.0909091,431,0,83.42857143,101.4210526,209.604738,43934.1462,107.0555556,BENIGN,0
192.168.10.17,52701,199.59.88.234,443,6,5714505,7,4,635,150,137.3697284,1.924926131,517,0,90.71428571,150,0,37.5,65.41666667,149.8383725,22451.53788,71.36363636,BENIGN,0
192.168.10.17,52680,199.59.88.234,443,6,75158623,16,17,1504,6342,104.3925459,0.439071376,517,0,94.0,1655,0,373.0588235,230.7647059,505.043416,255068.852,237.7575758,BENIGN,0
192.168.10.17,45733,199.59.88.242,80,6,5228674,3,1,0,0,0.0,0.765012315,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.17,45731,199.59.88.242,80,6,86568106,14,11,1196,1106,26.59177966,0.288789962,598,0,85.42857143,553,0,100.5454545,88.53846154,211.9443759,44920.41846,92.08,BENIGN,0
192.168.10.17,42559,199.59.88.242,443,6,158,2,0,0,0,0.0,12658.22785,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.17,47052,205.185.208.154,443,6,5799481,7,4,599,141,127.5976247,1.896721448,517,0,85.57142857,141,0,35.25,61.66666667,149.2705496,22281.69697,67.27272727,BENIGN,0
192.168.10.17,47051,205.185.208.154,443,6,5799414,7,4,599,141,127.5990988,1.896743361,517,0,85.57142857,141,0,35.25,61.66666667,149.2705496,22281.69697,67.27272727,BENIGN,0
192.168.10.17,47050,205.185.208.154,443,6,10062612,12,14,965,14715,1558.243526,2.583822173,517,0,80.41666667,2896,0,1051.071429,580.7407407,953.8553992,909840.1225,603.0769231,BENIGN,0
192.168.10.17,47049,205.185.208.154,443,6,10184479,127,325,998,665866,65478.45992,44.38125897,517,0,7.858267717,4344,0,2048.818462,1472.10596,1162.568587,1351565.719,1475.362832,BENIGN,0
192.168.10.17,47050,205.185.208.154,443,6,19741,1,2,0,0,0.0,151.9679854,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.17,47049,205.185.208.154,443,6,19993,1,1,0,0,0.0,100.0350123,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.17,34400,207.178.0.69,443,6,5263024,10,7,446,5471,1124.258601,3.230082173,211,0,44.6,1448,0,781.5714286,328.7222222,554.0792899,307003.8595,348.0588235,BENIGN,0
192.168.10.17,34399,207.178.0.69,443,6,5263231,10,7,446,5471,1124.214385,3.229955136,211,0,44.6,1448,0,781.5714286,328.7222222,554.0792899,307003.8595,348.0588235,BENIGN,0
192.168.10.17,34398,207.178.0.69,443,6,65772736,51,56,750,93778,1437.19124,1.626813882,357,0,14.70588235,4344,0,1674.607143,875.2592593,1137.081642,1292954.661,883.4392523,BENIGN,0
192.168.10.17,46775,207.178.0.70,443,6,5255778,10,7,446,5471,1125.808586,3.234535401,211,0,44.6,1448,0,781.5714286,328.7222222,554.0792899,307003.8595,348.0588235,BENIGN,0
192.168.10.17,46774,207.178.0.70,443,6,65750901,24,26,750,29102,454.0165921,0.760445853,357,0,31.25,4344,0,1119.307692,585.3333333,981.1735558,962701.5467,597.04,BENIGN,0
192.168.10.17,40777,52.94.237.36,443,6,5597624,7,5,362,168,94.6830298,2.143766712,226,0,51.71428571,150,0,33.6,40.76923077,71.13034262,5059.525641,44.16666667,BENIGN,0
192.168.10.17,40778,52.94.237.36,443,6,65161027,13,14,2157,968,47.9581146,0.41435811,1790,0,165.9230769,727,0,69.14285714,111.6071429,358.3215336,128394.3214,115.7407407,BENIGN,0
192.168.10.17,40334,54.235.185.116,443,6,60904304,14,12,1146,2069,52.78773073,0.426899222,882,0,81.85714286,1893,0,172.4166667,119.0740741,394.6032989,155711.7635,123.6538462,BENIGN,0
192.168.10.17,37871,66.254.103.139,443,6,20165271,10,10,1610,4957,325.6589014,0.991804177,517,0,161.0,2357,0,495.7,312.7142857,602.1724124,362611.6143,328.35,BENIGN,0
192.168.10.17,37871,66.254.103.139,443,6,37685,1,1,0,0,0.0,53.07151386,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.17,50611,93.93.53.199,443,6,429789,10,12,1322,12611,32418.23313,51.18790849,607,0,132.2,2920,0,1050.916667,605.7826087,804.4047464,647066.996,633.3181818,BENIGN,0
192.168.10.17,50621,93.93.53.199,443,6,742218,11,11,1328,12491,18618.51909,29.64088718,607,0,120.7272727,4380,0,1135.545455,600.826087,1009.343696,1018774.696,628.1363636,BENIGN,0
192.168.10.17,50611,93.93.53.199,443,6,46297,2,0,12,0,259.1960602,43.19934337,6,6,6.0,0,0,0.0,6.0,0.0,0.0,9.0,BENIGN,0
192.168.10.17,50621,93.93.53.199,443,6,104463,1,1,6,6,114.8732087,19.14553478,6,6,6.0,6,6,6.0,6.0,0.0,0.0,9.0,BENIGN,0
192.168.10.19,56989,192.168.10.3,53,17,353,2,2,62,252,889518.4136,11331.44476,31,31,31.0,126,126,126.0,69.0,52.03364296,2707.5,86.25,BENIGN,0
192.168.10.19,8586,192.168.10.3,53,17,307,2,2,62,264,1061889.251,13029.31596,31,31,31.0,132,132,132.0,71.4,55.31997831,3060.3,89.25,BENIGN,0
192.168.10.19,7121,192.168.10.3,53,17,332,2,2,64,196,783132.5301,12048.19277,32,32,32.0,98,98,98.0,58.4,36.1496888,1306.8,73.0,BENIGN,0
192.168.10.19,9921,192.168.10.3,53,17,428,2,2,64,204,626168.2243,9345.794393,32,32,32.0,102,102,102.0,60.0,38.34057903,1470.0,75.0,BENIGN,0
192.168.10.19,123,50.116.52.97,123,17,23888,1,1,48,48,4018.754186,83.72404555,48,48,48.0,48,48,48.0,48.0,0.0,0.0,72.0,BENIGN,0
192.168.10.19,42461,74.125.22.108,465,6,1848950,18,24,1378,4520,3189.918602,22.71559534,378,0,76.55555556,1418,0,188.3333333,137.1627907,313.3298072,98175.56811,140.4285714,BENIGN,0
192.168.10.19,42461,74.125.22.108,465,6,3,2,0,37,0,12300000.0,666666.6667,37,0,18.5,0,0,0.0,24.66666667,21.36195996,456.3333333,37.0,BENIGN,0
192.168.10.25,123,17.253.14.125,123,17,66025607,2,2,96,96,2.907962664,0.060582555,48,48,48.0,48,48,48.0,48.0,0.0,0.0,60.0,BENIGN,0
192.168.10.25,49374,192.168.10.255,137,17,22,13,0,650,0,29500000.0,590909.0909,50,50,50.0,0,0,0.0,50.0,0.0,0.0,53.84615385,BENIGN,0
192.168.10.25,53569,192.168.10.50,139,6,65822,49,30,2488,3188,86232.56662,1200.206618,194,0,50.7755102,440,0,106.2666667,70.95,98.52685813,9707.541772,71.84810127,BENIGN,0
192.168.10.25,53569,192.168.10.50,139,6,12349,1,1,0,0,0.0,161.9564337,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
192.168.10.3,60694,192.168.10.1,53,17,24502,1,1,79,207,11672.51653,81.62598972,79,79,79.0,207,207,207.0,121.6666667,73.90083446,5461.333333,182.5,BENIGN,0
192.168.10.3,60555,192.168.10.1,53,17,23362,1,1,52,68,5136.546529,85.60910881,52,52,52.0,68,68,68.0,57.33333333,9.237604307,85.33333333,86.0,BENIGN,0
192.168.10.3,61542,192.168.10.1,53,17,23229,1,1,56,84,6026.949072,86.09927246,56,56,56.0,84,84,84.0,65.33333333,16.16580754,261.3333333,98.0,BENIGN,0
192.168.10.3,61683,192.168.10.1,53,17,23539,1,1,56,72,5437.784103,84.96537661,56,56,56.0,72,72,72.0,61.33333333,9.237604307,85.33333333,92.0,BENIGN,0
192.168.10.3,60535,192.168.10.1,53,17,29427827,2,2,94,190,9.650729563,0.135925768,52,42,47.0,116,74,95.0,67.2,29.68501305,881.2,84.0,BENIGN,0
192.168.10.3,60236,192.168.10.1,53,17,27500896,2,2,99,216,11.45417226,0.145449806,52,47,49.5,113,103,108.0,73.4,31.84807687,1014.3,91.75,BENIGN,0
192.168.10.3,62212,192.168.10.1,53,17,52365,1,1,41,105,2788.121837,38.19344982,41,41,41.0,105,105,105.0,62.33333333,36.95041723,1365.333333,93.5,BENIGN,0
192.168.10.3,61102,192.168.10.1,53,17,364,1,1,41,95,373626.3736,5494.505495,41,41,41.0,95,95,95.0,59.0,31.17691454,972.0,88.5,BENIGN,0
192.168.10.3,61737,192.168.10.1,53,17,23544,1,1,47,175,9429.153925,84.94733265,47,47,47.0,175,175,175.0,89.66666667,73.90083446,5461.333333,134.5,BENIGN,0
192.168.10.3,61685,192.168.10.1,53,17,303790,1,1,53,166,720.8927219,6.583495178,53,53,53.0,166,166,166.0,90.66666667,65.24058042,4256.333333,136.0,BENIGN,0
192.168.10.3,62178,192.168.10.1,53,17,23509,1,1,45,126,7273.81003,85.07380152,45,45,45.0,126,126,126.0,72.0,46.7653718,2187.0,108.0,BENIGN,0
192.168.10.3,61598,192.168.10.1,53,17,48187,1,1,45,77,2531.803183,41.50497022,45,45,45.0,77,77,77.0,55.66666667,18.47520861,341.3333333,83.5,BENIGN,0
192.168.10.3,61193,192.168.10.1,53,17,82319252,2,2,97,174,3.292061011,0.048591306,50,47,48.5,108,66,87.0,63.6,26.04419321,678.3,79.5,BENIGN,0
192.168.10.3,62337,192.168.10.1,53,17,47973,1,1,58,139,4106.47656,41.69011736,58,58,58.0,139,139,139.0,85.0,46.7653718,2187.0,127.5,BENIGN,0
192.168.10.3,61729,192.168.10.1,53,17,121823,1,1,47,218,2175.287097,16.41726111,47,47,47.0,218,218,218.0,104.0,98.72689603,9747.0,156.0,BENIGN,0
192.168.10.3,61552,192.168.10.1,53,17,76899,1,1,58,139,2561.801844,26.00814055,58,58,58.0,139,139,139.0,85.0,46.7653718,2187.0,127.5,BENIGN,0
192.168.10.3,60348,192.168.10.1,53,17,91961,1,1,48,219,2903.404704,21.74834984,48,48,48.0,219,219,219.0,105.0,98.72689603,9747.0,157.5,BENIGN,0
192.168.10.3,61001,192.168.10.1,53,17,244148,1,1,49,209,1056.736078,8.191752544,49,49,49.0,209,209,209.0,102.3333333,92.37604307,8533.333333,153.5,BENIGN,0
192.168.10.3,60943,192.168.10.1,53,17,24396,1,1,49,91,5738.64568,81.98065257,49,49,49.0,91,91,91.0,63.0,24.24871131,588.0,94.5,BENIGN,0
192.168.10.3,62051,192.168.10.1,53,17,559,1,1,65,81,261180.6798,3577.817531,65,65,65.0,81,81,81.0,70.33333333,9.237604307,85.33333333,105.5,BENIGN,0
192.168.10.3,61953,192.168.10.1,53,17,48087,1,1,63,91,3202.52875,41.59128247,63,63,63.0,91,91,91.0,72.33333333,16.16580754,261.3333333,108.5,BENIGN,0
192.168.10.3,62370,192.168.10.1,53,17,122728,1,1,47,218,2159.246464,16.29619973,47,47,47.0,218,218,218.0,104.0,98.72689603,9747.0,156.0,BENIGN,0
192.168.10.3,61919,192.168.10.1,53,17,59770,1,1,51,67,1974.234566,33.46160281,51,51,51.0,67,67,67.0,56.33333333,9.237604307,85.33333333,84.5,BENIGN,0
192.168.10.3,61200,192.168.10.1,53,17,61397,1,1,58,186,3974.135544,32.57488151,58,58,58.0,186,186,186.0,100.6666667,73.90083446,5461.333333,151.0,BENIGN,0
192.168.10.3,62279,192.168.10.1,53,17,120790,1,1,60,166,1871.015813,16.55766206,60,60,60.0,166,166,166.0,95.33333333,61.19912853,3745.333333,143.0,BENIGN,0
192.168.10.3,61856,192.168.10.1,53,17,50976,1,1,62,78,2746.390458,39.2341494,62,62,62.0,78,78,78.0,67.33333333,9.237604307,85.33333333,101.0,BENIGN,0
192.168.10.3,61291,192.168.10.1,53,17,48322,1,1,57,153,4345.846612,41.38901536,57,57,57.0,153,153,153.0,89.0,55.42562584,3072.0,133.5,BENIGN,0
192.168.10.3,60926,192.168.10.1,53,17,462,1,1,52,112,354978.355,4329.004329,52,52,52.0,112,112,112.0,72.0,34.64101615,1200.0,108.0,BENIGN,0
192.168.10.3,61775,192.168.10.1,53,17,53023,1,1,65,93,2979.838938,37.71948023,65,65,65.0,93,93,93.0,74.33333333,16.16580754,261.3333333,111.5,BENIGN,0
192.168.10.3,62063,192.168.10.1,53,17,108041,1,1,47,218,2452.772559,18.51149101,47,47,47.0,218,218,218.0,104.0,98.72689603,9747.0,156.0,BENIGN,0
192.168.10.3,62117,192.168.10.1,53,17,107584116,2,2,103,247,3.253268354,0.03718021,57,46,51.5,185,62,123.5,81.4,58.20910582,3388.3,101.75,BENIGN,0
192.168.10.3,61299,192.168.10.1,53,17,23512,1,1,57,138,8293.637292,85.06294658,57,57,57.0,138,138,138.0,84.0,46.7653718,2187.0,126.0,BENIGN,0
192.168.10.3,61572,192.168.10.1,53,17,94406,1,1,48,219,2828.210071,21.18509417,48,48,48.0,219,219,219.0,105.0,98.72689603,9747.0,157.5,BENIGN,0
192.168.10.3,60090,192.168.10.1,53,17,121696,1,1,47,218,2177.557192,16.4343939,47,47,47.0,218,218,218.0,104.0,98.72689603,9747.0,156.0,BENIGN,0
